wanted,position,positionid,from,start,end
Q25190366,Member of the Wyoming House of Representatives,Q18341783,Q63952927,2019-01-08,
Q2592977,member of the Minnesota House of Representatives,Q17505193,Q58491505,2019-01-08,
Q2654842,member of the Minnesota House of Representatives,Q17505193,Q58491569,2019-01-08,
Q27967840,Member of the Wyoming House of Representatives,Q18341783,Q64010379,2019-01-08,
Q28132599,Member of the Wyoming House of Representatives,Q18341783,Q64010365,2019-01-08,
Q28484514,member of the Minnesota House of Representatives,Q17505193,Q58491396,2019-01-08,
Q4909723,member of the State Senate of Tennessee,Q18534307,Q16215640,2019-01-08,
Q4963234,member of the Delaware State Senate,Q21362489,Q16206529,2019-01-08,
Q5042281,Lieutenant Governor of Florida,Q913797,Q6171891,2019-01-08,
Q5248475,member of the Minnesota House of Representatives,Q17505193,Q58416652,2019-01-08,
Q6177495,member of the Minnesota House of Representatives,Q17505193,Q58490620,2019-01-08,
Q6297608,member of the Minnesota House of Representatives,Q17505193,Q58416640,2019-01-08,
Q6377258,member of the Minnesota House of Representatives,Q17505193,Q58416656,2019-01-08,
Q6551973,member of the Minnesota House of Representatives,Q17505193,Q58490782,2019-01-08,
Q6788546,member of the Minnesota House of Representatives,Q17505193,Q58416595,2019-01-08,
Q7153328,member of the Minnesota House of Representatives,Q17505193,Q58490709,2019-01-08,
Q7153975,member of the Minnesota House of Representatives,Q17505193,Q58491474,2019-01-08,
Q7422051,member of the Minnesota House of Representatives,Q17505193,Q58416892,2019-01-08,
Q7493519,member of the Minnesota House of Representatives,Q17505193,Q58491643,2019-01-08,
Q7781069,member of the State Senate of Tennessee,Q18534307,Q4960683,2019-01-08,
Q7913689,member of the State Senate of Texas,Q18565274,Q60639272,2019-01-08,
Q106417728,member of the State Senate of Montana,Q21365323,Q96760066,2019-01-07,
Q16210379,member of the State Senate of Wyoming,Q19394559,Q16193652,2019-01-07,
Q16910893,Member of the Wyoming House of Representatives,Q18341783,Q85846220,2019-01-07,
Q4768388,Ohio state representative,Q17502533,Q58885830,2019-01-07,
Q4977201,member of the State Senate of Wyoming,Q19394559,Q28131361,2019-01-07,
Q5087050,member of the State Senate of Montana,Q21365323,Q16206359,2019-01-07,
Q5110787,Ohio state representative,Q17502533,Q65115300,2019-01-07,
Q5195409,member of the State Senate of Wyoming,Q19394559,Q24852167,2019-01-07,
Q5214247,Ohio state representative,Q17502533,Q60735234,2019-01-07,
Q5342116,member of the State Senate of Montana,Q21365323,Q97188652,2019-01-07,
Q54953061,member of the State Senate of Wisconsin,Q17602055,Q4754808,2019-01-07,
Q5498425,member of the State Senate of Montana,Q21365323,Q93773895,2019-01-07,
Q6195783,Ohio state representative,Q17502533,Q58885781,2019-01-07,
Q6238199,member of the State Senate of Wyoming,Q19394559,Q96410069,2019-01-07,
Q6289539,member of the Wisconsin State Assembly,Q18526160,Q91936732,2019-01-07,
Q6376924,member of the State Senate of Wisconsin,Q17602055,Q6175002,2019-01-07,
Q6384332,Ohio state representative,Q17502533,Q64781740,2019-01-07,
Q6395763,member of the State Senate of Ohio,Q20065429,Q62849519,2019-01-07,
Q6524959,member of the Wisconsin State Assembly,Q18526160,Q58755792,2019-01-07,
Q6662038,member of the State Senate of Montana,Q21365323,Q96759993,2019-01-07,
Q6779156,member of the State Senate of Montana,Q21365323,Q39079128,2019-01-07,
Q6828284,Ohio state representative,Q17502533,Q19282288,2019-01-07,
Q7149230,member of the State Senate of Wyoming,Q19394559,Q91369722,2019-01-07,
Q7273963,member of the State Senate of Wyoming,Q19394559,Q62776254,2019-01-07,
Q7704829,member of the State Senate of Wisconsin,Q17602055,Q6377184,2019-01-07,
Q7983749,Ohio state representative,Q17502533,Q66126474,2019-01-07,
Q13562454,Ohio state representative,Q17502533,Q66147649,2019-01-06,
Q3200804,member of the State Senate of Illinois,Q20058778,Q60736739,2019-01-06,
Q36864643,member of the Montana House of Representatives,Q17496847,Q65030115,2019-01-06,2021-01-04
Q4704271,Ohio state representative,Q17502533,Q66162327,2019-01-06,
Q4761393,Ohio state representative,Q17502533,Q66336819,2019-01-06,
Q5084249,member of the State Senate of Ohio,Q20065429,Q18685546,2019-01-06,
Q5298512,Ohio state representative,Q17502533,Q66147741,2019-01-06,
Q5340021,member of the State Senate of Ohio,Q20065429,Q7702134,2019-01-06,
Q5495651,member of the Wisconsin State Assembly,Q18526160,Q60618821,2019-01-06,
Q6212227,member of the State Senate of Ohio,Q20065429,Q63170062,2019-01-06,
Q16886214,Member of the North Carolina Senate,Q19727887,Q60540312,2019-01-05,
Q6066243,member of the State Senate of Illinois,Q20058778,Q60734971,2019-01-05,
Q16212241,member of the Colorado House of Representatives,Q17485005,Q59167246,2019-01-04,2021-01-13
Q19663335,member of the State Senate of Colorado,Q20064489,Q24525374,2019-01-04,
Q3160985,member of the State Senate of Illinois,Q20058778,Q59781942,2019-01-04,
Q4760890,member of the State Senate of Colorado,Q20064489,Q16734469,2019-01-04,
Q5091915,member of the State Senate of Colorado,Q20064489,Q18763993,2019-01-04,
Q5904692,member of the State Senate of Colorado,Q20064489,Q6205734,2019-01-04,
Q6068917,member of the State Senate of Colorado,Q20064489,Q60752194,2019-01-04,
Q6391811,member of the State Senate of Colorado,Q20064489,Q28528722,2019-01-04,
Q6396387,member of the State Senate of Colorado,Q20064489,Q59306078,2019-01-04,
Q6396803,member of the State Senate of Colorado,Q20064489,Q60735764,2019-01-04,
Q6698632,member of the State Senate of Colorado,Q20064489,Q59325310,2019-01-04,
Q6832808,member of the State Senate of Colorado,Q20064489,Q7172096,2019-01-04,
Q7804041,member of the State Senate of Colorado,Q20064489,Q59304530,2019-01-04,
Q16194109,Ohio state representative,Q17502533,Q61730073,2019-01-03,
Q6828508,member of the State Senate of Washington,Q20065405,Q6174086,2019-01-03,
Q16107465,Ohio state representative,Q17502533,Q58976033,2019-01-01,
Q16123603,member of the State Senate of Michigan,Q18675883,Q16730764,2019-01-01,
Q16149241,member of the State Senate of Michigan,Q18675883,Q27995738,2019-01-01,
Q16151786,member of the State Senate of Michigan,Q18675883,Q18684588,2019-01-01,
Q16185501,member of the State Senate of Michigan,Q18675883,Q25513796,2019-01-01,
Q16187125,Rhode Island state senator,Q19397347,Q60735204,2019-01-01,
Q16189060,Rhode Island state senator,Q19397347,Q96084868,2019-01-01,
Q16193247,member of the State Senate of Michigan,Q18675883,Q16886334,2019-01-01,
Q16206694,member of the State Senate of Michigan,Q18675883,Q63055023,2019-01-01,
Q16213775,member of the Michigan House of Representatives,Q18654736,Q75154830,2019-01-01,
Q16216530,Ohio state representative,Q17502533,Q58885788,2019-01-01,
Q16218728,member of the Michigan House of Representatives,Q18654736,Q73573773,2019-01-01,
Q16233292,Rhode Island state senator,Q19397347,Q91521739,2019-01-01,
Q16241110,member of the Michigan House of Representatives,Q18654736,Q75154866,2019-01-01,
Q16729413,member of the Michigan House of Representatives,Q18654736,Q85785453,2019-01-01,
Q16729441,member of the Michigan House of Representatives,Q18654736,Q69912266,2019-01-01,
Q16731971,member of the State Senate of New York,Q18691526,Q59727670,2019-01-01,
Q16734010,member of the Michigan House of Representatives,Q18654736,Q74733342,2019-01-01,
Q16886216,Member of the North Carolina Senate,Q19727887,Q65029140,2019-01-01,
Q16886322,member of the Michigan House of Representatives,Q18654736,Q75154786,2019-01-01,
Q16986752,member of the Pennsylvania State Senate,Q18199902,Q23772265,2019-01-01,
Q17708828,member of the Michigan House of Representatives,Q18654736,Q70830654,2019-01-01,
Q17708843,member of the State Senate of Michigan,Q18675883,Q16213620,2019-01-01,
Q17708851,member of the Michigan House of Representatives,Q18654736,Q58416755,2019-01-01,
Q17811683,member of the Michigan House of Representatives,Q18654736,Q77208482,2019-01-01,
Q18044009,member of the State Senate of New York,Q18691526,Q58333603,2019-01-01,
Q18685465,member of the State Senate of Michigan,Q18675883,Q76366376,2019-01-01,
Q18685702,Ohio state representative,Q17502533,Q64009198,2019-01-01,
Q18687827,member of the State Senate of Michigan,Q18675883,Q58010426,2019-01-01,
Q18749579,member of the Michigan House of Representatives,Q18654736,Q70036572,2019-01-01,
Q18763592,member of the Michigan House of Representatives,Q18654736,Q74069381,2019-01-01,
Q18763593,member of the Michigan House of Representatives,Q18654736,Q74621717,2019-01-01,
Q18763623,member of the State Senate of Michigan,Q18675883,Q16195172,2019-01-01,2020-12-31
Q18921573,Member of the North Carolina Senate,Q19727887,Q21063132,2019-01-01,
Q19561483,member of the Pennsylvania State Senate,Q18199902,Q61748655,2019-01-01,
Q19897832,member of the State Senate of New York,Q18691526,Q58975475,2019-01-01,
Q21258154,Member of the North Carolina House of Representatives,Q18089655,Q61679836,2019-01-01,2021-01-01
Q27916082,member of the State Senate of Michigan,Q18675883,Q76369200,2019-01-01,
Q28113216,member of the State Senate of New York,Q18691526,Q16730113,2019-01-01,
Q28370246,member of the State Senate of New York,Q18691526,Q22087922,2019-01-01,
Q34130431,Member of the North Carolina Senate,Q19727887,Q61679884,2019-01-01,
Q37585508,Member of the North Carolina Senate,Q19727887,Q58416909,2019-01-01,
Q38102464,Member of the North Carolina Senate,Q19727887,Q58333764,2019-01-01,
Q4908072,member of the State Senate of Ohio,Q20065429,Q18687870,2019-01-01,
Q5040521,member of the State Senate of New York,Q18691526,Q58897898,2019-01-01,
Q5115611,member of the Pennsylvania State Senate,Q18199902,Q7613845,2019-01-01,
Q5143036,member of the State Senate of Michigan,Q18675883,Q18763591,2019-01-01,
Q5228950,member of the State Senate of Michigan,Q18675883,Q16727665,2019-01-01,
Q5230995,member of the State Senate of Michigan,Q18675883,Q7383055,2019-01-01,
Q5240593,member of the State Senate of New York,Q18691526,Q58333606,2019-01-01,
Q5487827,member of the State Senate of Ohio,Q20065429,Q6438273,2019-01-01,
Q5730614,member of the Michigan House of Representatives,Q18654736,Q74621853,2019-01-01,
Q58008632,Member of the North Carolina House of Representatives,Q18089655,Q58494571,2019-01-01,2021-01-01
Q5882086,member of the Michigan House of Representatives,Q18654736,Q74061319,2019-01-01,
Q5898236,member of the State Senate of Michigan,Q18675883,Q18763598,2019-01-01,
Q5918949,member of the State Senate of Utah,Q20065565,Q16732232,2019-01-01,
Q6176101,member of the State Senate of New York,Q18691526,Q56630756,2019-01-01,
Q6194507,member of the State Senate of Utah,Q20065565,Q58215658,2019-01-01,
Q6210442,member of the State Senate of Michigan,Q18675883,Q56043848,2019-01-01,
Q6231509,member of the Pennsylvania State Senate,Q18199902,Q23772251,2019-01-01,
Q6254103,member of the Pennsylvania State Senate,Q18199902,Q58889248,2019-01-01,
Q6279511,member of the State Senate of New York,Q18691526,Q55435693,2019-01-01,
Q6387013,member of the State Senate of New York,Q18691526,Q60736926,2019-01-01,
Q6397596,member of the State Senate of Utah,Q20065565,Q95691907,2019-01-01,
Q64010636,member of the Michigan House of Representatives,Q18654736,Q74144244,2019-01-01,
Q6771715,Ohio state representative,Q17502533,Q60735195,2019-01-01,
Q6775543,member of the State Senate of New York,Q18691526,Q60676416,2019-01-01,
Q6775719,member of the Michigan House of Representatives,Q18654736,Q60605595,2019-01-01,
Q6776116,member of the State Senate of New York,Q18691526,Q55956267,2019-01-01,
Q6777461,member of the State Senate of Michigan,Q18675883,Q58494642,2019-01-01,
Q7025626,Ohio state representative,Q17502533,Q58974170,2019-01-01,
Q7173134,member of the State Senate of Utah,Q20065565,Q23772029,2019-01-01,
Q7292491,member of the Pennsylvania State Senate,Q18199902,Q61750570,2019-01-01,
Q7302009,member of the State Senate of Michigan,Q18675883,Q16216607,2019-01-01,
Q75732911,member of the Michigan House of Representatives,Q18654736,Q74253541,2019-01-01,
Q7611952,member of the State Senate of Michigan,Q18675883,Q76373564,2019-01-01,
Q7615805,member of the Pennsylvania State Senate,Q18199902,Q60400641,2019-01-01,
Q7815233,member of the State Senate of Michigan,Q18675883,Q16221439,2019-01-01,
Q7821791,member of the State Senate of New York,Q18691526,Q6244999,2019-01-01,
Q7823755,member of the State Senate of Michigan,Q18675883,Q4790280,2019-01-01,
Q7827493,member of the State Senate of Michigan,Q18675883,Q75441836,2019-01-01,
Q7931828,member of the State Senate of Michigan,Q18675883,Q20630393,2019-01-01,
Q7983967,Member of the North Carolina Senate,Q19727887,Q60540678,2019-01-01,
Q96398582,member of the Michigan House of Representatives,Q18654736,Q69803830,2019-01-01,
Q16151676,Rhode Island state senator,Q19397347,Q104404453,2019-01,
Q16213936,Rhode Island state senator,Q19397347,Q51378976,2019-01,
Q16215050,member of the State Senate of South Dakota,Q6814783,Q55237982,2019-01,
Q16217244,Rhode Island state senator,Q19397347,Q101067810,2019-01,
Q16731528,Arkansas state senator,Q21361754,Q16217413,2019-01,
Q19561379,member of the State Senate of Connecticut,Q19831739,Q27923213,2019-01,
Q20740901,member of the Michigan House of Representatives,Q18654736,Q69843952,2019-01,
Q4964833,member of the State Senate of Missouri,Q21364537,Q99774723,2019-01,
Q87066046,member of the State Senate of North Dakota,Q21366730,Q107598338,2019-01,
Q16199836,Arkansas state senator,Q21361754,Q16164110,2019,
Q1909234,member of the State Senate of Iowa,Q18707052,Q97394899,2019,
Q19868284,member of the State Senate of North Dakota,Q21366730,Q98426213,2019,
Q6847475,member of the State Senate of Missouri,Q21364537,Q27049858,2019,
Q93769958,Member of the West Virginia House of Delegates,Q19772501,Q6230040,2019,
Q15991543,Member of the West Virginia House of Delegates,Q19772501,Q62365833,2018-12-12,
Q6837025,member of the State Senate of Minnesota,Q21363942,Q16729938,2018-12-11,
Q16200259,member of the State Senate of Maine,Q18342769,Q60286788,2018-12-05,
Q16731858,member of the State Senate of Maine,Q18342769,Q95991363,2018-12-05,
Q4898398,member of the State Senate of New Hampshire,Q19264592,Q5120592,2018-12-05,
Q5217577,member of the State Senate of New Hampshire,Q19264592,Q19668212,2018-12-05,
Q5242450,member of the State Senate of Maine,Q18342769,Q6768513,2018-12-05,
Q5523924,member of the State Senate of Maine,Q18342769,Q16886135,2018-12-05,
Q7358441,member of the State Senate of Maine,Q18342769,Q16231890,2018-12-05,
Q7803182,member of the State Senate of Illinois,Q20058778,Q16189530,2018-12-05,
Q16196315,member of the State Senate of California,Q19690441,Q58754596,2018-12-03,
Q4772211,member of the California State Assembly,Q18180908,Q4766893,2018-12-03,
Q5343438,member of the State Senate of California,Q19690441,Q59306439,2018-12-03,
Q56043761,member of the State Senate of California,Q19690441,Q58494763,2018-12-03,
Q6153524,member of the State Senate of California,Q19690441,Q7817900,2018-12-03,
Q6170696,member of the State Senate of California,Q19690441,Q7488882,2018-12-03,
Q6213175,member of the State Senate of California,Q19690441,Q4964238,2018-12-03,
Q7814952,member of the State Senate of California,Q19690441,Q58494760,2018-12-03,
Q16145531,Member of the West Virginia House of Delegates,Q19772501,Q99943297,2018-12-01,2020-10-03
Q16193586,Member of the West Virginia House of Delegates,Q19772501,Q101526110,2018-12-01,
Q16731979,Member of the West Virginia House of Delegates,Q19772501,Q104764162,2018-12-01,
Q20706956,member of the State Senate of North Dakota,Q21366730,Q108427390,2018-12-01,
Q25190012,member of the State Senate of North Dakota,Q21366730,Q107039877,2018-12-01,
Q29133309,Member of the Idaho House of Representatives,Q17546641,Q96676331,2018-12-01,2020-12-01
Q5045437,member of the State Senate of North Dakota,Q21366730,Q19880282,2018-12-01,
Q6385777,Member of the West Virginia House of Delegates,Q19772501,Q96065958,2018-12-01,
Q16148574,Member of the West Virginia House of Delegates,Q19772501,Q104834059,2018-12,
Q17402858,member of the State Senate of Maine,Q18342769,Q60580274,2018-12,
Q4964427,member of the State Senate of Maine,Q18342769,Q105923375,2018-12,
Q56513350,member of the Maine House of Representatives,Q18713970,Q104157768,2018-12,2020-12-02
Q4773543,member of the Oklahoma Senate,Q21367377,Q99194383,2018-11-15,
Q5235119,member of the Oklahoma Senate,Q21367377,Q99194381,2018-11-15,
Q5336020,member of the Oklahoma Senate,Q21367377,Q107902218,2018-11-14,
Q6230696,member of the State Senate of South Carolina,Q18676729,Q63313833,2018-11-14,
Q6288704,member of the Oklahoma Senate,Q21367377,Q108123116,2018-11-14,
Q6775781,Ohio state representative,Q17502533,Q58918438,2018-11-14,
Q1557339,member of the State Senate of Alabama,Q20058764,Q61633583,2018-11-07,
Q16120225,representative of the Delaware House of Representatives,Q22679266,Q60676017,2018-11-07,
Q16151765,representative of the Delaware House of Representatives,Q22679266,Q59382209,2018-11-07,
Q16186804,representative of the Delaware House of Representatives,Q22679266,Q59884148,2018-11-07,
Q16225870,member of the State Senate of Alabama,Q20058764,Q5239646,2018-11-07,
Q16730735,representative of the Delaware House of Representatives,Q22679266,Q60639287,2018-11-07,
Q16734658,representative of the Delaware House of Representatives,Q22679266,Q60639285,2018-11-07,
Q17386058,member of the State Senate of Alabama,Q20058764,Q7815155,2018-11-07,
Q26899389,member of the State Senate of Alabama,Q20058764,Q104177208,2018-11-07,
Q28861555,member of the State Senate of Alabama,Q20058764,Q78832692,2018-11-07,
Q3810253,representative of the Delaware House of Representatives,Q22679266,Q60676011,2018-11-07,
Q48813213,member of the Indiana House of Representatives,Q18190880,Q58755293,2018-11-07,
Q4909060,member of the Indiana House of Representatives,Q18190880,Q108702861,2018-11-07,
Q5272706,member of the State Senate of Alabama,Q20058764,Q94726519,2018-11-07,
Q55081139,member of the State Senate of Alabama,Q20058764,Q61633987,2018-11-07,
Q5727985,member of the State Senate of Alabama,Q20058764,Q106823831,2018-11-07,
Q6551741,member of the Indiana House of Representatives,Q18190880,Q107394772,2018-11-07,
Q6552204,member of the State Senate of Indiana,Q19362907,Q6768869,2018-11-07,
Q6846543,member of the State Senate of Indiana,Q19362907,Q58755278,2018-11-07,
Q7149624,member of the State Senate of Alabama,Q20058764,Q77303966,2018-11-07,
Q7382590,member of the State Senate of Alabama,Q20058764,Q21063372,2018-11-07,
Q16188898,member of the State Senate of Florida,Q19961062,Q58757008,2018-11-06,
Q16195878,member of the State Senate of Florida,Q19961062,Q16187031,2018-11-06,
Q16224583,member of the State Senate of Hawaii,Q20058751,Q105514775,2018-11-06,
Q5042723,member of the Florida House of Representatives,Q18342844,Q60190990,2018-11-06,2020-11-03
Q5257676,member of the State Senate of Florida,Q19961062,Q4885201,2018-11-06,
Q5606295,member of the State Senate of Florida,Q19961062,Q56486440,2018-11-06,
Q6113600,member of the State Senate of Florida,Q19961062,Q5334959,2018-11-06,
Q6211526,member of the State Senate of Florida,Q19961062,Q5528796,2018-11-06,
Q6280893,member of the Florida House of Representatives,Q18342844,Q58813153,2018-11-06,2020-11-03
Q7312893,member of the State Senate of Florida,Q19961062,Q16214390,2018-11-06,
Q16215541,member of the Michigan House of Representatives,Q18654736,Q73955821,2018-11,
Q24572428,ambassador to Moldova,Q7889341,Q57737929,2018-10-25,2021-07-21
Q7129091,member of the State Senate of Illinois,Q20058778,Q57585909,2018-10-01,
Q26923450,Member of the Wyoming House of Representatives,Q18341783,Q60675666,2018-09-25,
Q7384519,member of the State Senate of Missouri,Q21364537,Q54861498,2018-09-12,
Q6369873,member of the State Senate of Illinois,Q20058778,Q55609834,2018-09,
Q6778081,member of the State Senate of Idaho,Q18655026,Q5006853,2018-08-15,
Q42302127,Member of the North Carolina Senate,Q19727887,Q61679886,2018-08-02,2019-01-01
Q7515694,member of the Illinois House of Representatives,Q17495450,Q55760901,2018-07-24,2020-01-07
Q20050607,Arkansas state senator,Q21361754,Q108649610,2018-06-19,
Q5336163,Arkansas state senator,Q21361754,Q109282551,2018-06-19,
Q13562495,member of the State Senate of Utah,Q20065565,Q16224748,2018-06-07,
Q5132749,Ohio state representative,Q17502533,Q66134869,2018-06-07,
Q5229226,Secretary of State of Oklahoma,Q7082315,Q3160901,2018-06-01,2019-01-14
Q512705,Under Secretary of State for Arms Control and International Security Affairs,Q7883173,Q54965529,2018-04-30,2019-10
Q5544169,member of the State Senate of New York,Q18691526,Q7493797,2018-04-30,
Q6969881,member of the State Senate of Maryland,Q20064926,Q6192998,2018-04-30,
Q7376473,member of the State Senate of New York,Q18691526,Q16195797,2018-04-30,
Q6174289,member of the State Senate of Oregon,Q19689183,Q18978070,2018-04-17,
Q16238243,member of the California State Assembly,Q18180908,Q20177418,2018-04-16,2021-03-11
Q4908779,member of the State Senate of Iowa,Q18707052,Q4769121,2018-04-16,
Q16210777,member of the State Senate of Florida,Q19961062,Q16192605,2018-04-10,
Q4762391,Member of the North Carolina Senate,Q19727887,Q59240327,2018-03-23,
Q6198563,member of the State Senate of Tennessee,Q18534307,Q60768013,2018-03-15,
Q23762634,member of the State Senate of Montana,Q21365323,Q49561071,2018-03,2020-11-09
Q16215087,member of the State Senate of Minnesota,Q21363942,Q6372424,2018-02-20,
Q7822117,member of the Minnesota House of Representatives,Q17505193,Q48599297,2018-02-20,
Q4957181,member of the State Senate of Indiana,Q19362907,Q108830403,2018-02-12,
Q7489632,ambassador to Mauritius,Q7889338,Q40608229,2018-02-06,
Q7489632,ambassador to Seychelles,Q7889369,Q40608229,2018-02-06,
Q7325188,member of the State Senate of Oregon,Q19689183,Q47542027,2018-01-29,
Q16731415,member of the State Senate of Arizona,Q21360913,Q15616038,2018-01-27,
Q5296562,member of the State Senate of Illinois,Q20058778,Q16885687,2018-01-26,
Q5132536,member of the Oregon House of Representatives,Q19360415,Q47507584,2018-01-25,2020-01-06
Q6135232,member of the South Carolina House of Representatives,Q19754409,Q6962831,2018-01-23,2020-11-08
Q7613407,member of the State Senate of Arizona,Q21360913,Q47087059,2018-01-21,
Q28037550,Ohio state representative,Q17502533,Q64875631,2018-01-17,
Q48802004,member of the Georgia State Senate,Q20065663,Q65095374,2018-01-16,
Q16214656,Member of the Mississippi Senate,Q18195558,Q83214397,2018-01-10,
Q16733773,Member of the West Virginia House of Delegates,Q19772501,Q107184225,2018-01-10,
Q28222780,member of the Virginia House of Delegates,Q20065408,Q43004250,2018-01-10,
Q6117259,member of the Virginia House of Delegates,Q20065408,Q42886824,2018-01-10,
Q7323733,member of the Virginia House of Delegates,Q20065408,Q42887619,2018-01-10,
Q6728906,member of the State Senate of Tennessee,Q18534307,Q16187267,2018-01-09,
Q6415506,member of the State Senate of Washington,Q20065405,Q61127696,2018-01-03,
Q16885746,Member of the New Mexico House of Representatives,Q17631457,Q97016570,2018,2021-01-19
Q4895156,member of the State Senate of Michigan,Q18675883,Q76373561,2018,
Q4963911,Director of Policy Planning,Q730465,Q18388410,2018,
Q4966049,member of the State Senate of Hawaii,Q20058751,Q98061477,2018,
Q55915379,member of the State Senate of Connecticut,Q19831739,Q100319948,2018,
Q7491386,member of the State Senate of Idaho,Q18655026,Q90765538,2018,
Q7817478,member of the State Senate of Maine,Q18342769,Q105076298,2018,
Q5317075,member of the State Senate of Vermont,Q20065418,Q7292104,2017-12-27,
Q28051725,member of the Georgia State Senate,Q20065663,Q53870976,2017-12-15,
Q4907911,member of the State Senate of Iowa,Q18707052,Q28528706,2017-12-12,
Q8010309,Member of the Mississippi Senate,Q18195558,Q83209464,2017-12-11,
Q5218820,member of the State Senate of New York,Q18691526,Q4964971,2017-12-07,
Q5132625,member of the State Senate of Ohio,Q20065429,Q18637640,2017-12-05,
Q5300793,member of the State Senate of Tennessee,Q18534307,Q4797105,2017-12-01,
Q5278544,member of the State Senate of Washington,Q20065405,Q42725580,2017-11-29,
Q39575056,member of the Oklahoma Senate,Q21367377,Q88620080,2017-11-22,
Q16240818,member of the Michigan House of Representatives,Q18654736,Q43388562,2017-11-17,
Q16730906,member of the Michigan House of Representatives,Q18654736,Q43952279,2017-11-16,
Q8002930,member of the State Senate of Missouri,Q21364537,Q16185294,2017-11-07,
Q16732622,member of the State Senate of West Virginia,Q21368444,Q42889419,2017-10-16,
Q16107423,Member of the Wyoming House of Representatives,Q18341783,Q42357266,2017-10-13,
Q16149233,member of the Washington House of Representatives,Q17598395,Q40684139,2017-09-20,
Q6759294,Ohio state representative,Q17502533,Q48784746,2017-09-13,2021-01-01
Q6713204,Rhode Island state senator,Q19397347,Q65675687,2017-09-05,
Q29004269,member of the State Senate of New Hampshire,Q19264592,Q79122552,2017-08-23,
Q2965981,member of the State Senate of Illinois,Q20058778,Q39071754,2017-07-23,
Q24266482,member of the Oklahoma Senate,Q21367377,Q41803400,2017-07-11,
Q16727526,Ohio state representative,Q17502533,Q41787922,2017-06-28,
Q5372287,member of the Illinois House of Representatives,Q17495450,Q39070563,2017-06-24,2021-01-13
Q6187944,member of the Washington House of Representatives,Q17598395,Q30247057,2017-06-12,
Q19880238,member of the Georgia State Senate,Q20065663,Q29973502,2017-06-02,
Q71223298,Under Secretary of Defense (Comptroller),Q7883161,Q29346709,2017-06-02,2019-07-31
Q6376920,Deputy National Security Advisor,Q5261055,Q29890787,2017-05-19,2018-05-15
Q18688066,Ohio state representative,Q17502533,Q39450380,2017-05-10,
Q16731273,member of the State Senate of Kansas,Q19617175,Q98515286,2017-05-01,
Q16200982,member of the State Senate of Louisiana,Q18091440,Q21062840,2017-05,
Q19560928,member of the State Senate of Connecticut,Q19831739,Q51754630,2017-03-03,
Q4931748,member of the Minnesota House of Representatives,Q17505193,Q30978627,2017-02-14,
Q21064284,member of the State Senate of Montana,Q21365323,Q5041285,2017-02-06,
Q16222158,member of the State Senate of Washington,Q20065405,Q7493917,2017-02-01,
Q16105100,member of the Delaware State Senate,Q21362489,Q28842862,2017-02,
Q5386337,member of the State Senate of Connecticut,Q19831739,Q28861406,2017-02,
Q27916176,member of the State Senate of West Virginia,Q21368444,Q42461347,2017-01-28,
Q7488895,member of the State Senate of Ohio,Q20065429,Q28543117,2017-01-25,
Q7408164,member of the State Senate of Hawaii,Q20058751,Q17063824,2017-01-21,
Q16146372,White House Deputy Chief of Staff,Q7994871,Q6210158,2017-01-20,2018-07-06
Q16910838,White House Deputy Chief of Staff,Q7994871,Q28655390,2017-01-20,2018-03-16
Q16727494,member of the Georgia State Senate,Q20065663,Q61761251,2017-01-18,
Q6779941,member of the State Senate of Iowa,Q18707052,Q27916151,2017-01-14,
Q6830814,member of the State Senate of Iowa,Q18707052,Q28421777,2017-01-14,
Q7613995,member of the State Senate of Iowa,Q18707052,Q27825274,2017-01-14,
Q11206233,member of the State Senate of West Virginia,Q21368444,Q42301909,2017-01-11,
Q13562263,member of the Colorado House of Representatives,Q17485005,Q30122655,2017-01-11,2020-01-17
Q16186139,member of the State Senate of West Virginia,Q21368444,Q42230015,2017-01-11,
Q16186747,member of the State Senate of West Virginia,Q21368444,Q42225894,2017-01-11,
Q16211758,member of the Colorado House of Representatives,Q17485005,Q6490706,2017-01-11,2021-01-13
Q16466597,member of the State Senate of West Virginia,Q21368444,Q42234234,2017-01-11,
Q16466650,member of the State Senate of West Virginia,Q21368444,Q42290191,2017-01-11,
Q16751140,member of the State Senate of West Virginia,Q21368444,Q16193865,2017-01-11,
Q17091416,member of the State Senate of Colorado,Q20064489,Q28062372,2017-01-11,
Q19664056,member of the State Senate of Colorado,Q20064489,Q16887210,2017-01-11,
Q4762584,member of the Colorado House of Representatives,Q17485005,Q39070688,2017-01-11,2021-01-13
Q4908380,member of the State Senate of Colorado,Q20064489,Q4932506,2017-01-11,
Q5217752,member of the Colorado House of Representatives,Q17485005,Q39070672,2017-01-11,2019-01-14
Q5364989,member of the State Senate of Colorado,Q20064489,Q16205541,2017-01-11,
Q6187848,member of the State Senate of Colorado,Q20064489,Q5290936,2017-01-11,
Q6245973,member of the State Senate of Illinois,Q20058778,Q6192633,2017-01-11,
Q6530766,member of the State Senate of Kansas,Q19617175,Q23050240,2017-01-11,
Q6779780,member of the State Senate of Colorado,Q20064489,Q6397278,2017-01-11,
Q6833085,member of the State Senate of Illinois,Q20058778,Q27922143,2017-01-11,
Q6911595,member of the State Senate of Colorado,Q20064489,Q16728984,2017-01-11,
Q7361121,member of the State Senate of Colorado,Q20064489,Q28822924,2017-01-11,
Q16096908,Member of the Wyoming House of Representatives,Q18341783,Q28131355,2017-01-10,
