pageid,title,wikidata,label
18713791,Anita Dunn,Q2020636,Anita Dunn
18992270,Jill Biden,Q235349,Jill Biden
19286605,Marcia Fudge,Q461746,Marcia Fudge
19806865,Ignacio Uriarte,Q4890824,Ignacio Uriarte Ayala
19863982,Lana Marks,Q6482848,Lana Marks
20287855,Brian Bingman,Q4963111,Brian Bingman
20385939,Laura Kelly,Q6499080,Laura Kelly
20404109,Mike Donilon,Q6846591,Mike Donilon
20983658,Brad Little,Q4954097,Brad Little
21307211,Natalie Tennant,Q6968251,Natalie Tennant
21343972,Janet Mills,Q6153618,Janet T. Mills
21706714,Marc Stanley,Q6755890,Marc Stanley
21816987,Brett Kavanaugh,Q4962244,Brett Kavanaugh
21978659,Liliana Ayalde,Q6547728,Liliana Ayalde
22134442,Charlie Baker,Q5076629,Charlie Baker
22750259,Steve Ricchetti,Q7613738,Steve Ricchetti
23213253,Cecilia Rouse,Q616305,Cecilia Rouse
23234523,Kim Reynolds,Q6409269,Kim Reynolds
23678007,Kim Guadagno,Q4951213,Kim Guadagno
23741955,Ketanji Brown Jackson,Q6395324,Ketanji Brown Jackson
23849154,Frank Kendall III,Q5487663,Frank Kendall III
23922892,John Roos,Q6255593,John Roos
23943084,Francis Collins,Q336658,Francis Collins
24067076,Phil Murphy,Q260042,Phil Murphy
24327649,David L. Cohen,Q5236187,David L. Cohen
24929854,Tom Wolf,Q7794795,Tom Wolf
25260370,J. B. Pritzker,Q6103950,J.B. Pritzker
25273134,Phil Scott,Q7185808,Phil Scott
27042412,Julie Su,Q16499848,Julie Su
27287404,Karyn Polito,Q6373861,Karyn Polito
27301061,Brian Kemp,Q4964973,Brian Kemp
27663933,Kristi Noem,Q465749,Kristi Noem
28291766,Clarence Thomas,Q11142,Clarence Thomas
28690945,John J. Sullivan (diplomat),Q6241291,John J. Sullivan
28942204,Luis E. Arreaga,Q16148182,Luis E. Arreaga
30272209,Evan Ryan,Q5415533,Evan Ryan
30273418,Antony Blinken,Q7821917,Antony Blinken
30538140,Mike Parson,Q6848323,Mike Parson
30679444,Jodey Arrington,Q6207815,Jodey Arrington
30692626,Doug Ducey,Q5300433,Doug Ducey
30748433,Sung Kim,Q1526335,Sung Kim
31243078,Kathy Hochul,Q45956,Kathy Hochul
31622364,Greg Gianforte,Q5605607,Greg Gianforte
31654936,Tony Evers,Q7822309,Tony Evers
31815548,Alison Lundergan Grimes,Q4727130,Alison Lundergan Grimes
32404304,Lewis Eisenberg,Q6536817,Lewis Michael Eisenberg
32831102,John R. Bass,Q6253752,John R. Bass
33687378,Pete Buttigieg,Q7173106,Pete Buttigieg
34584857,Gina Raimondo,Q5562913,Gina Raimondo
35988632,Jerome Powell,Q6182718,Jerome Powell
36257727,Eleni Kounalakis,Q5359190,Eleni Tsakopoulos Kounalakis
36284323,Jeanette Nuñez,Q6171891,Jeanette Nuñez
36312143,Steve Hobbs (Washington politician),Q16729857,Steve Hobbs
36383539,Alejandro Mayorkas,Q4714600,Alejandro Mayorkas
36729527,Ron DeSantis,Q3105215,Ron DeSantis
36939524,Michelle Lujan Grisham,Q3917203,Michelle Lujan Grisham
37497157,Mark Gordon,Q6767775,Mark Gordon
37566163,Lemanu Peleti Mauga,Q6521013,Lemanu Peleti Mauga
37597414,Cyrus Habib,Q5201097,Cyrus Habib
37753600,Kim Wyman,Q16983756,Kim Wyman
37961512,Shan Tsutsui,Q2036760,Shan Tsutsui
38091005,Mark Milley,Q6766465,Mark A. Milley
38112292,John M. Richardson (admiral),Q2997321,John M. Richardson
38588630,Lisa Monaco,Q6558280,Lisa Monaco
38692225,Adrienne S. O'Neal,Q16512327,Adrienne S. O'Neal
39050635,Marty Walsh,Q15126384,Marty Walsh
39744628,Avril Haines,Q14525857,Avril Haines
40007113,Bonnie Jenkins,Q16202531,Bonnie Jenkins
40313082,Steve Sisolak,Q16185594,Steve Sisolak
40585454,Chris Sununu,Q16215583,Chris Sununu
40740721,David Ige,Q16189318,David Ige
40785284,Spencer Cox (politician),Q16208237,Spencer Cox
40922238,Paul J. Selva,Q16776319,Paul J. Selva
40933016,Mike Dunleavy (politician),Q16209663,Mike J. Dunleavy
40941800,Kevin Meyer (politician),Q16187204,Kevin Meyer
41451399,Jake Sullivan,Q16730147,Jake Sullivan
41556634,Polly Trottenberg,Q16886196,Polly Trottenberg
42112279,Sharon Day,Q37084965,Sharon Day
42183369,Tulinabo S. Mushingi,Q16982386,Tulinabo S. Mushingi
42194534,Larry Hogan,Q16731303,Larry Hogan
42774993,Marc Nathanson,Q12035239,Marc Nathanson
43742993,Kiron Skinner,Q18388410,Kiron Skinner
43836626,Jane D. Hartley,Q18057116,Jane D. Hartley
44271772,George James Tsunis,Q18619544,George James Tsunis
44307271,Boyd Rutherford,Q18631496,Boyd K. Rutherford
44388893,Andy Beshear,Q21572825,Andy Beshear
44962029,Osbert Potter,Q18739108,Osbert Potter
45163796,John C. Wobensmith,Q19666166,John C. Wobensmith
46223667,Eric Holcomb,Q23016975,Eric Holcomb
46258473,Linda Thomas-Greenfield,Q19920980,Linda Thomas-Greenfield
46521561,David H. Berger,Q19873315,David H. Berger
46760439,James C. McConville,Q20707727,James C. McConville
46837240,Jenean Hampton,Q20090855,Jenean Hampton
47121436,Jim Justice,Q20684288,Jim Justice
47129511,Robert Neller,Q20635415,Robert Neller
47320372,Keith J. Krach,Q21063604,Keith J. Krach
47747391,Lou Leon Guerrero,Q21066675,Lou Leon Guerrero
47950447,John Thurston (politician),Q21258911,John Thurston
48232131,Ralph Torres,Q21863882,Ralph Torres
48456774,Peggy Flanagan,Q21662866,Peggy Flanagan
49100144,Doug Burgum,Q22095395,Doug Burgum
49751688,Jonathan Finer,Q23302985,Jonathan Finer
49803396,Juliana Stratton,Q27787878,Juliana Stratton
50013112,Karen Donfried,Q23772332,Karen Donfried
50134674,Laura Farnsworth Dogu,Q23883476,Laura Farnsworth Dogu
50230174,Mary Catherine Phee,Q23888396,Mary Catherine Phee
50528142,Andrew H. Schapiro,Q18042759,Andrew Schapiro
50611897,John D. Feeley,Q24534796,John D. Feeley
52280827,Maggie Toulouse Oliver,Q27864085,Maggie Toulouse Oliver
52599329,David M. Friedman,Q28018207,David Friedman
53088222,Josh Pitcock,Q28655388,Josh Pitcock
53508194,Karine Jean-Pierre,Q28957228,Karine Jean-Pierre
53916478,Ashish Jha,Q30069728,Ashish Jha
53992581,Amy Coney Barrett,Q29863844,Amy Coney Barrett
54245300,Christopher A. Wray,Q30148517,Christopher A. Wray
54297765,Justin Fairfax,Q42838871,Justin Fairfax
54313684,Ryan D. McCarthy,Q30612229,Ryan McCarthy
55310177,David Dale Reimer,Q40608229,David Dale Reimer
56295916,Earl R. Miller,Q47309514,Earl R. Miller
56715747,Christopher W. Grady,Q50281264,Christopher W. Grady
56795131,Marie Royce,Q55356765,Marie Royce
57087832,Rob Joyce,Q51739612,Rob Joyce
57548040,Deb Haaland,Q54860790,Deb Haaland
57570999,Doug Fears,Q54648394,Doug M. Fears
57800955,Geoff Duncan,Q55314968,Geoff Duncan
57802185,Brad Raffensperger,Q55314981,Brad Raffensperger
58056697,David Cornstein,Q56065045,David Cornstein
58059164,Bill Lee (Tennessee politician),Q58321685,Bill Lee
58735564,Miguel Cardona,Q104244043,Miguel Cardona
58766784,Kevin Stitt,Q58322517,Kevin Stitt
58864427,Matt Pinnell,Q58333631,Matt Pinnell
59140391,Albert Bryan (politician),Q59302363,Albert Bryan Jr.
59761197,Tara Sweeney,Q60950448,Tara Sweeney
60119620,Patricia Mahoney,Q61948280,Patricia Mahoney
60330955,Jen O'Malley Dillon,Q62471051,Jen O'Malley Dillon
61956961,Julia Nesheiwat,Q71332844,Julia Nesheiwat
62256995,Tom Schedler,Q14593014,Tom Schedler
62266208,Bridget A. Brink,Q66973646,Bridget Brink
62347572,Christopher P. Henzel,Q75053700,Christopher P. Henzel
62500438,Anthony Godfrey,Q77359082,Anthony Godfrey
62603909,Mariam Masha,Q79202129,Mariam Masha
62727000,Matthew Klimow,Q80748270,Matthew Klimow
62746908,Robert S. Gilchrist,Q81008853,Robert S. Gilchrist
62840941,Richard K. Bell,Q82405644,Richard K. Bell
63195857,Brian W. Shukan,Q86445724,Brian W. Shukan
63457672,Rachel Levine,Q57297528,Rachel Levine
63971426,Andrea Palm,Q94731184,Andrea Palm
64174558,Kristen Juras,Q101229393,Kristen Juras
64196211,Wally Adeyemo,Q96101326,Wally Adeyemo
65893498,Stuart F. Delery,Q102158445,Stuart F. Delery
66061787,Katherine Tai,Q104076331,Katherine Tai
66131454,Michael S. Regan,Q104224230,Michael S. Regan
66241069,Kathleen Hicks,Q104587353,Kathleen Hicks
66318556,Isabel Guzman,Q104717188,Isabel Guzman
66319451,Don Graves,Q104764170,Don Graves
66393366,Shalanda Young,Q104835199,Shalanda Young
66422060,Cindy Marten,Q104887669,Cindy Marten
66422213,Jewel H. Bronaugh,Q104887666,Jewel H. Bronaugh
66437584,Elizabeth Prelogar,Q104907254,Elizabeth Prelogar
66707742,David Turk,Q105677048,David Turk
66838474,Glenn Youngkin,Q100963892,Glenn Youngkin
67186481,Tommy Beaudreau,Q106125055,Tommy Beaudreau
67241061,Adrianne Todman,Q106250968,Adrianne Todman
67408731,Elizabeth Moore Aubin,Q56649797,Elizabeth Aubin
67408904,Christopher J. Lamora,Q106512578,Christopher J. Lamora
67426429,John Tien,Q106678910,John Tien
67482722,Donald Remy,Q106605481,Donald Remy
67923447,Carlos Del Toro,Q107195317,Carlos Del Toro
67961957,Cynthia Telles,Q107256967,Cynthia Telles
67970754,Troy D. Fitrell,Q107268597,Troy D. Fitrell
67979219,Lee Satterfield,Q107394850,Lee Satterfield
68020991,Marc Ostfield,Q107316655,Marc Ostfield
68183889,Sandra Oudkirk,Q99640581,Sandra Oudkirk
68300267,Michael J. Murphy (diplomat),Q107618439,Michael J. Murphy
68356451,Jonathan E. Kaplan,Q107707874,Jonathan E. Kaplan
68793776,Erik Ramanathan,Q108658470,Erik Ramanathan
70721426,Lorraine Voles,Q111892345,Lorraine Voles
